snapshot_id,client_id,snapshot_date,aum_value,target_allocation_equity,target_allocation_bonds,target_allocation_cash,actual_allocation_equity,actual_allocation_bonds,actual_allocation_cash,drift_pct,goal_progress_pct,ytd_return,benchmark_return,risk_score
PS1434,C0080,2025-11-06,589829.01,0.55,0.35,0.1,0.631,0.269,0.1,8.1,74.2,0.0768,-0.0097,6.6
PS1435,C0080,2025-12-06,591244.16,0.55,0.35,0.1,0.48,0.42,0.1,7.0,65.3,0.0157,-0.0158,6.6
PS1436,C0080,2026-01-05,609910.73,0.55,0.35,0.1,0.614,0.286,0.1,6.4,71.9,0.0548,0.0133,6.6
PS1437,C0080,2026-02-04,601863.92,0.55,0.35,0.1,0.523,0.377,0.1,2.7,77.7,0.1166,0.0173,6.6
PS1438,C0080,2026-03-06,596496.66,0.55,0.35,0.1,0.536,0.364,0.1,1.4,56.7,0.0312,0.0011,6.6
PS1439,C0080,2026-04-05,606775.73,0.55,0.35,0.1,0.509,0.391,0.1,4.1,66.9,0.1541,-0.0064,6.6
PS1440,C0080,2026-05-05,618678.65,0.55,0.35,0.1,0.648,0.252,0.1,9.8,80.1,-0.1218,-0.0299,6.6
PS1441,C0081,2024-12-11,308165.57,0.3,0.5,0.2,0.21,0.59,0.2,9.0,43.7,-0.0733,0.0404,1
PS1442,C0081,2025-01-10,315828.29,0.3,0.5,0.2,0.246,0.554,0.2,5.4,48.9,0.0907,-0.063,1
PS1443,C0081,2025-02-09,319035.66,0.3,0.5,0.2,0.29,0.51,0.2,1.0,56.7,0.0556,0.0369,1
PS1444,C0081,2025-03-11,323389.34,0.3,0.5,0.2,0.251,0.549,0.2,4.9,48.2,-0.0162,0.0232,1
PS1445,C0081,2025-04-10,325437.26,0.3,0.5,0.2,0.288,0.512,0.2,1.2,57.2,0.1982,0.0115,1
PS1446,C0081,2025-05-10,342166.05,0.3,0.5,0.2,0.267,0.533,0.2,3.3,53.8,-0.0081,0.0211,1
PS1447,C0081,2025-06-09,356879.79,0.3,0.5,0.2,0.299,0.501,0.2,0.1,55.3,0.1325,0.0118,1
PS1448,C0081,2025-07-09,359589.08,0.3,0.5,0.2,0.309,0.491,0.2,0.9,59.1,0.0324,0.0028,1
PS1449,C0081,2025-08-08,356049.69,0.3,0.5,0.2,0.327,0.473,0.2,2.7,59.6,-0.0448,-0.0017,1
PS1450,C0081,2025-09-07,358080.38,0.3,0.5,0.2,0.147,0.653,0.2,15.3,62.2,0.1172,-0.0044,1
PS1451,C0081,2025-10-07,374680.69,0.3,0.5,0.2,0.263,0.537,0.2,3.7,66.5,-0.0974,0.0032,1
PS1452,C0081,2025-11-06,390534.44,0.3,0.5,0.2,0.345,0.455,0.2,4.5,69.5,-0.0548,-0.0187,1
PS1453,C0081,2025-12-06,361840.87,0.3,0.5,0.2,0.22,0.58,0.2,8.0,62.7,0.1176,0.0073,1
PS1454,C0081,2026-01-05,349043.27,0.3,0.5,0.2,0.306,0.494,0.2,0.6,58.8,-0.028,0.0208,1
PS1455,C0081,2026-02-04,344210.8,0.3,0.5,0.2,0.328,0.472,0.2,2.8,67.2,0.075,0.0243,1
PS1456,C0081,2026-03-06,330196.79,0.3,0.5,0.2,0.199,0.601,0.2,10.1,71.1,-0.0165,0.014,1
PS1457,C0081,2026-04-05,370640.94,0.3,0.5,0.2,0.339,0.461,0.2,3.9,72.3,0.2021,-0.0218,1
PS1458,C0081,2026-05-05,395112.05,0.3,0.5,0.2,0.298,0.502,0.2,0.2,73.1,-0.0606,0.0519,1
PS1459,C0082,2024-12-11,1624877.51,0.55,0.35,0.1,0.452,0.448,0.1,9.8,55.9,0.0872,0.0161,7.5
PS1460,C0082,2025-01-10,1583656.38,0.55,0.35,0.1,0.671,0.229,0.1,12.1,44.8,0.0766,0.0335,7.5
PS1461,C0082,2025-02-09,1536844.16,0.55,0.35,0.1,0.528,0.372,0.1,2.2,57.2,-0.0059,-0.0063,7.5
PS1462,C0082,2025-03-11,1572936.31,0.55,0.35,0.1,0.51,0.39,0.1,4.0,43.0,0.0562,0.0418,7.5
PS1463,C0082,2025-04-10,1646156.78,0.55,0.35,0.1,0.558,0.342,0.1,0.8,53.8,0.0299,0.0168,7.5
PS1464,C0082,2025-05-10,1656210.59,0.55,0.35,0.1,0.621,0.279,0.1,7.1,59.7,0.0813,0.035,7.5
PS1465,C0082,2025-06-09,1683942.0,0.55,0.35,0.1,0.573,0.327,0.1,2.3,53.0,-0.0524,0.0194,7.5
PS1466,C0082,2025-07-09,1695220.6,0.55,0.35,0.1,0.541,0.359,0.1,0.9,71.4,0.1764,0.0073,7.5
PS1467,C0082,2025-08-08,1770869.28,0.55,0.35,0.1,0.54,0.36,0.1,1.0,60.2,-0.0399,0.0086,7.5
PS1468,C0082,2025-09-07,1752340.98,0.55,0.35,0.1,0.57,0.33,0.1,2.0,64.7,-0.0254,0.0052,7.5
PS1469,C0082,2025-10-07,1712993.14,0.55,0.35,0.1,0.668,0.232,0.1,11.8,63.3,0.1925,-0.004,7.5
PS1470,C0082,2025-11-06,1810055.59,0.55,0.35,0.1,0.597,0.303,0.1,4.7,63.3,-0.0507,0.0195,7.5
PS1471,C0082,2025-12-06,1848141.56,0.55,0.35,0.1,0.524,0.376,0.1,2.6,64.2,-0.0986,0.0129,7.5
PS1472,C0082,2026-01-05,1881692.1,0.55,0.35,0.1,0.606,0.294,0.1,5.6,76.8,0.0931,0.0264,7.5
PS1473,C0082,2026-02-04,1891852.29,0.55,0.35,0.1,0.512,0.388,0.1,3.8,74.1,-0.0113,-0.001,7.5
PS1474,C0082,2026-03-06,1816868.89,0.55,0.35,0.1,0.473,0.427,0.1,7.7,68.0,-0.0156,0.0249,7.5
PS1475,C0082,2026-04-05,1788605.27,0.55,0.35,0.1,0.577,0.323,0.1,2.7,78.4,-0.0413,-0.014,7.5
PS1476,C0082,2026-05-05,1814895.26,0.55,0.35,0.1,0.58,0.32,0.1,3.0,81.9,0.0062,0.0019,7.5
PS1477,C0083,2024-12-11,200272.88,0.55,0.35,0.1,0.53,0.37,0.1,2.0,56.2,0.1127,-0.0009,4.9
PS1478,C0083,2025-01-10,206183.83,0.55,0.35,0.1,0.541,0.359,0.1,0.9,48.0,0.1192,-0.0088,4.9
PS1479,C0083,2025-02-09,206197.68,0.55,0.35,0.1,0.563,0.337,0.1,1.3,47.6,0.0485,0.012,4.9
PS1480,C0083,2025-03-11,219076.48,0.55,0.35,0.1,0.602,0.298,0.1,5.2,51.2,0.1554,0.0292,4.9
PS1481,C0083,2025-04-10,217651.13,0.55,0.35,0.1,0.581,0.319,0.1,3.1,60.1,0.0604,-0.0248,4.9
PS1482,C0083,2025-05-10,212894.89,0.55,0.35,0.1,0.654,0.246,0.1,10.4,55.4,0.0933,-0.0122,4.9
PS1483,C0083,2025-06-09,212426.01,0.55,0.35,0.1,0.463,0.437,0.1,8.7,71.4,0.1475,0.0168,4.9
PS1484,C0083,2025-07-09,212799.06,0.55,0.35,0.1,0.577,0.323,0.1,2.7,55.1,0.1345,-0.0473,4.9
PS1485,C0083,2025-08-08,211378.64,0.55,0.35,0.1,0.536,0.364,0.1,1.4,67.0,0.0266,-0.0164,4.9
PS1486,C0083,2025-09-07,226694.24,0.55,0.35,0.1,0.465,0.435,0.1,8.5,66.0,0.1078,0.0224,4.9
PS1487,C0083,2025-10-07,219192.3,0.55,0.35,0.1,0.586,0.314,0.1,3.6,60.8,0.03,-0.0114,4.9
PS1488,C0083,2025-11-06,204167.12,0.55,0.35,0.1,0.515,0.385,0.1,3.5,63.5,0.0444,0.0016,4.9
PS1489,C0083,2025-12-06,206413.26,0.55,0.35,0.1,0.472,0.428,0.1,7.8,71.6,0.2106,0.0111,4.9
PS1490,C0083,2026-01-05,212892.37,0.55,0.35,0.1,0.731,0.169,0.1,18.1,67.6,-0.2382,-0.0084,4.9
PS1491,C0083,2026-02-04,211654.92,0.55,0.35,0.1,0.621,0.279,0.1,7.1,76.1,0.1508,0.0252,4.9
PS1492,C0083,2026-03-06,191672.97,0.55,0.35,0.1,0.581,0.319,0.1,3.1,78.3,0.1039,-0.0122,4.9
PS1493,C0083,2026-04-05,194128.4,0.55,0.35,0.1,0.555,0.345,0.1,0.5,67.4,0.0778,0.0396,4.9
PS1494,C0083,2026-05-05,194732.54,0.55,0.35,0.1,0.523,0.377,0.1,2.7,68.0,-0.136,-0.0012,4.9
PS1495,C0084,2024-12-11,597062.98,0.9,0.08,0.02,0.91,0.07,0.02,1.0,53.1,0.024,0.0505,10
PS1496,C0084,2025-01-10,599748.28,0.9,0.08,0.02,0.974,0.006,0.02,7.4,54.4,-0.037,-0.0167,10
PS1497,C0084,2025-02-09,603191.78,0.9,0.08,0.02,0.948,0.032,0.02,4.8,49.7,0.0523,-0.0253,10
PS1498,C0084,2025-03-11,607426.57,0.9,0.08,0.02,0.877,0.103,0.02,2.3,60.0,0.1006,0.0233,10
PS1499,C0084,2025-04-10,565523.9,0.9,0.08,0.02,0.935,0.045,0.02,3.5,53.4,0.048,0.0195,10
PS1500,C0084,2025-05-10,544898.6,0.9,0.08,0.02,0.91,0.07,0.02,1.0,55.9,-0.0242,0.0142,10
PS1501,C0084,2025-06-09,531968.19,0.9,0.08,0.02,0.918,0.062,0.02,1.8,63.3,0.0702,0.0266,10
PS1502,C0084,2025-07-09,532285.06,0.9,0.08,0.02,0.867,0.113,0.02,3.3,51.1,0.0282,-0.0304,10
PS1503,C0084,2025-08-08,519526.93,0.9,0.08,0.02,0.941,0.039,0.02,4.1,63.9,0.0545,0.0131,10
PS1504,C0084,2025-09-07,535244.81,0.9,0.08,0.02,0.938,0.042,0.02,3.8,79.5,0.1185,-0.0306,10
PS1505,C0084,2025-10-07,548066.96,0.9,0.08,0.02,0.858,0.122,0.02,4.2,63.2,-0.0557,-0.0378,10
PS1506,C0084,2025-11-06,549641.77,0.9,0.08,0.02,0.89,0.09,0.02,1.0,63.7,0.0073,-0.0162,10
PS1507,C0084,2025-12-06,545644.24,0.9,0.08,0.02,0.907,0.073,0.02,0.7,65.5,-0.0589,0.004,10
PS1508,C0084,2026-01-05,527280.54,0.9,0.08,0.02,0.845,0.135,0.02,5.5,71.3,0.1097,-0.0131,10
PS1509,C0084,2026-02-04,554513.51,0.9,0.08,0.02,0.943,0.037,0.02,4.3,67.5,0.0164,0.0121,10
PS1510,C0084,2026-03-06,553756.91,0.9,0.08,0.02,0.864,0.116,0.02,3.6,66.6,-0.0265,0.0206,10
PS1511,C0084,2026-04-05,568215.83,0.9,0.08,0.02,0.789,0.191,0.02,11.1,80.5,0.0035,-0.0066,10
PS1512,C0084,2026-05-05,576224.58,0.9,0.08,0.02,0.817,0.163,0.02,8.3,74.6,-0.0228,0.0084,10
PS1513,C0085,2024-12-11,960529.04,0.55,0.35,0.1,0.518,0.382,0.1,3.2,55.2,0.0212,0.0216,5.3
PS1514,C0085,2025-01-10,987643.84,0.55,0.35,0.1,0.6,0.3,0.1,5.0,47.9,0.0732,-0.0253,5.3
PS1515,C0085,2025-02-09,1000717.84,0.55,0.35,0.1,0.489,0.411,0.1,6.1,55.1,-0.055,-0.0158,5.3
PS1516,C0085,2025-03-11,1020081.13,0.55,0.35,0.1,0.43,0.47,0.1,12.0,49.8,-0.0236,0.0083,5.3
PS1517,C0085,2025-04-10,968216.77,0.55,0.35,0.1,0.521,0.379,0.1,2.9,54.2,0.0,0.0071,5.3
PS1518,C0085,2025-05-10,1002791.57,0.55,0.35,0.1,0.598,0.302,0.1,4.8,53.0,-0.0048,-0.0095,5.3
PS1519,C0085,2025-06-09,992605.85,0.55,0.35,0.1,0.516,0.384,0.1,3.4,56.9,0.0198,-0.0143,5.3
PS1520,C0085,2025-07-09,935644.17,0.55,0.35,0.1,0.549,0.351,0.1,0.1,61.8,0.1253,-0.0143,5.3
PS1521,C0085,2025-08-08,910199.52,0.55,0.35,0.1,0.593,0.307,0.1,4.3,51.3,-0.0866,-0.012,5.3
PS1522,C0085,2025-09-07,835415.83,0.55,0.35,0.1,0.48,0.42,0.1,7.0,66.2,-0.037,0.0303,5.3
PS1523,C0085,2025-10-07,796944.74,0.55,0.35,0.1,0.621,0.279,0.1,7.1,64.5,0.1137,-0.0475,5.3
PS1524,C0085,2025-11-06,786621.68,0.55,0.35,0.1,0.477,0.423,0.1,7.3,74.6,0.2059,0.0246,5.3
PS1525,C0085,2025-12-06,795365.53,0.55,0.35,0.1,0.478,0.422,0.1,7.2,63.8,-0.0392,0.0044,5.3
PS1526,C0085,2026-01-05,806324.21,0.55,0.35,0.1,0.513,0.387,0.1,3.7,63.3,0.1026,-0.006,5.3
PS1527,C0085,2026-02-04,801888.26,0.55,0.35,0.1,0.593,0.307,0.1,4.3,71.6,0.0283,-0.0565,5.3
PS1528,C0085,2026-03-06,745610.59,0.55,0.35,0.1,0.558,0.342,0.1,0.8,21.9,0.222,-0.0221,5.3
PS1529,C0085,2026-04-05,764666.43,0.55,0.35,0.1,0.587,0.313,0.1,3.7,27.4,-0.1056,-0.0109,5.3
PS1530,C0085,2026-05-05,774622.24,0.55,0.35,0.1,0.587,0.313,0.1,3.7,26.2,0.018,-0.0109,5.3
PS1531,C0086,2024-12-11,59653.61,0.3,0.5,0.2,0.256,0.544,0.2,4.4,52.8,0.1035,0.0459,2.8
PS1532,C0086,2025-01-10,58154.8,0.3,0.5,0.2,0.287,0.513,0.2,1.3,58.9,0.1705,0.0277,2.8
PS1533,C0086,2025-02-09,61290.89,0.3,0.5,0.2,0.333,0.467,0.2,3.3,64.3,0.0645,0.0355,2.8
PS1534,C0086,2025-03-11,60884.74,0.3,0.5,0.2,0.301,0.499,0.2,0.1,50.0,-0.1591,0.0319,2.8
PS1535,C0086,2025-04-10,59707.25,0.3,0.5,0.2,0.267,0.533,0.2,3.3,51.8,0.1405,-0.0245,2.8
PS1536,C0086,2025-05-10,58463.36,0.3,0.5,0.2,0.276,0.524,0.2,2.4,52.9,-0.0125,-0.0011,2.8
PS1537,C0086,2025-06-09,55919.27,0.3,0.5,0.2,0.188,0.612,0.2,11.2,63.3,0.1163,0.0411,2.8
PS1538,C0086,2025-07-09,55021.29,0.3,0.5,0.2,0.299,0.501,0.2,0.1,54.1,0.0073,0.0131,2.8
PS1539,C0086,2025-08-08,56701.73,0.3,0.5,0.2,0.165,0.635,0.2,13.5,69.7,-0.164,0.0321,2.8
PS1540,C0086,2025-09-07,55136.56,0.3,0.5,0.2,0.284,0.516,0.2,1.6,66.8,0.0895,-0.0069,2.8
PS1541,C0086,2025-10-07,53896.57,0.3,0.5,0.2,0.258,0.542,0.2,4.2,62.1,0.0363,-0.0103,2.8
PS1542,C0086,2025-11-06,53787.98,0.3,0.5,0.2,0.332,0.468,0.2,3.2,67.6,0.0528,-0.0101,2.8
PS1543,C0086,2025-12-06,53037.41,0.3,0.5,0.2,0.394,0.406,0.2,9.4,71.7,0.0545,0.0248,2.8
PS1544,C0086,2026-01-05,55472.53,0.3,0.5,0.2,0.302,0.498,0.2,0.2,74.0,0.0385,-0.0257,2.8
PS1545,C0086,2026-02-04,61338.1,0.3,0.5,0.2,0.391,0.409,0.2,9.1,61.5,0.0884,-0.0149,2.8
PS1546,C0086,2026-03-06,58182.59,0.3,0.5,0.2,0.336,0.464,0.2,3.6,71.4,0.0606,-0.03,2.8
PS1547,C0086,2026-04-05,59336.8,0.3,0.5,0.2,0.381,0.419,0.2,8.1,72.9,0.0907,0.048,2.8
PS1548,C0086,2026-05-05,56478.91,0.3,0.5,0.2,0.224,0.576,0.2,7.6,75.6,0.1079,-0.012,2.8
PS1549,C0087,2024-12-11,2723755.19,0.55,0.35,0.1,0.654,0.246,0.1,10.4,62.1,0.1132,0.0005,6.7
PS1550,C0087,2025-01-10,2686679.85,0.55,0.35,0.1,0.642,0.258,0.1,9.2,52.4,0.0234,0.0233,6.7
PS1551,C0087,2025-02-09,2753038.57,0.55,0.35,0.1,0.531,0.369,0.1,1.9,57.8,0.068,-0.0284,6.7
PS1552,C0087,2025-03-11,2735868.64,0.55,0.35,0.1,0.473,0.427,0.1,7.7,59.4,-0.0553,0.0062,6.7
PS1553,C0087,2025-04-10,2644278.96,0.55,0.35,0.1,0.54,0.36,0.1,1.0,63.7,0.1396,0.0053,6.7
PS1554,C0087,2025-05-10,2633892.61,0.55,0.35,0.1,0.576,0.324,0.1,2.6,58.2,0.0825,-0.0006,6.7
PS1555,C0087,2025-06-09,2857308.57,0.55,0.35,0.1,0.578,0.322,0.1,2.8,63.2,0.0912,-0.0447,6.7
PS1556,C0087,2025-07-09,2784670.69,0.55,0.35,0.1,0.598,0.302,0.1,4.8,55.6,0.0879,-0.0377,6.7
PS1557,C0087,2025-08-08,2893789.65,0.55,0.35,0.1,0.522,0.378,0.1,2.8,69.1,0.1313,-0.0128,6.7
PS1558,C0087,2025-09-07,3021714.06,0.55,0.35,0.1,0.609,0.291,0.1,5.9,63.6,-0.085,0.0319,6.7
PS1559,C0087,2025-10-07,2901494.73,0.55,0.35,0.1,0.472,0.428,0.1,7.8,62.2,0.1152,-0.0345,6.7
PS1560,C0087,2025-11-06,2887272.45,0.55,0.35,0.1,0.431,0.469,0.1,11.9,70.6,0.1425,0.0113,6.7
PS1561,C0087,2025-12-06,2935655.03,0.55,0.35,0.1,0.522,0.378,0.1,2.8,66.0,0.0506,0.0222,6.7
PS1562,C0087,2026-01-05,2963477.69,0.55,0.35,0.1,0.634,0.266,0.1,8.4,62.8,0.1047,-0.0097,6.7
PS1563,C0087,2026-02-04,2964963.89,0.55,0.35,0.1,0.463,0.437,0.1,8.7,67.2,0.0817,0.0144,6.7
PS1564,C0087,2026-03-06,2995698.5,0.55,0.35,0.1,0.559,0.341,0.1,0.9,71.3,-0.054,0.02,6.7
PS1565,C0087,2026-04-05,3178372.84,0.55,0.35,0.1,0.672,0.228,0.1,12.2,72.2,0.1876,0.0371,6.7
PS1566,C0087,2026-05-05,3250266.85,0.55,0.35,0.1,0.406,0.494,0.1,14.4,66.9,-0.0764,-0.0213,6.7
PS1567,C0088,2024-12-11,2178933.07,0.55,0.35,0.1,0.713,0.187,0.1,16.3,55.9,0.018,-0.0627,6.7
PS1568,C0088,2025-01-10,2005930.97,0.55,0.35,0.1,0.562,0.338,0.1,1.2,46.7,0.249,0.054,6.7
PS1569,C0088,2025-02-09,2044962.39,0.55,0.35,0.1,0.471,0.429,0.1,7.9,65.6,0.1215,-0.0171,6.7
PS1570,C0088,2025-03-11,2154911.63,0.55,0.35,0.1,0.595,0.305,0.1,4.5,61.9,0.1643,-0.0035,6.7
PS1571,C0088,2025-04-10,2334436.6,0.55,0.35,0.1,0.435,0.465,0.1,11.5,61.6,0.0511,0.021,6.7
PS1572,C0088,2025-05-10,2344861.65,0.55,0.35,0.1,0.521,0.379,0.1,2.9,57.0,0.1265,-0.0198,6.7
PS1573,C0088,2025-06-09,2270877.53,0.55,0.35,0.1,0.494,0.406,0.1,5.6,54.4,-0.119,-0.0321,6.7
PS1574,C0088,2025-07-09,2158836.96,0.55,0.35,0.1,0.616,0.284,0.1,6.6,59.0,0.0372,-0.0017,6.7
PS1575,C0088,2025-08-08,2190960.74,0.55,0.35,0.1,0.583,0.317,0.1,3.3,58.6,0.2074,0.0104,6.7
PS1576,C0088,2025-09-07,2136171.83,0.55,0.35,0.1,0.608,0.292,0.1,5.8,63.8,0.0374,-0.0003,6.7
PS1577,C0088,2025-10-07,2141497.32,0.55,0.35,0.1,0.567,0.333,0.1,1.7,63.6,0.0809,0.0115,6.7
PS1578,C0088,2025-11-06,2264150.15,0.55,0.35,0.1,0.619,0.281,0.1,6.9,71.7,0.0498,-0.0098,6.7
PS1579,C0088,2025-12-06,2231442.59,0.55,0.35,0.1,0.594,0.306,0.1,4.4,65.0,-0.0402,-0.0389,6.7
PS1580,C0088,2026-01-05,2204321.27,0.55,0.35,0.1,0.551,0.349,0.1,0.1,72.5,-0.0118,0.0277,6.7
PS1581,C0088,2026-02-04,2192760.49,0.55,0.35,0.1,0.605,0.295,0.1,5.5,78.8,0.0233,0.0172,6.7
PS1582,C0088,2026-03-06,2232184.15,0.55,0.35,0.1,0.704,0.196,0.1,15.4,79.2,0.0018,0.0364,6.7
PS1583,C0088,2026-04-05,2244068.01,0.55,0.35,0.1,0.605,0.295,0.1,5.5,68.4,0.0995,-0.0109,6.7
PS1584,C0088,2026-05-05,2238301.76,0.55,0.35,0.1,0.54,0.36,0.1,1.0,73.8,0.2186,-0.0064,6.7
PS1585,C0089,2024-12-11,1008873.05,0.55,0.35,0.1,0.641,0.259,0.1,9.1,49.6,0.0889,0.0224,4.5
PS1586,C0089,2025-01-10,1056198.57,0.55,0.35,0.1,0.445,0.455,0.1,10.5,51.8,-0.0644,0.0073,4.5
PS1587,C0089,2025-02-09,1045924.89,0.55,0.35,0.1,0.484,0.416,0.1,6.6,49.6,0.0664,0.0158,4.5
PS1588,C0089,2025-03-11,1096117.71,0.55,0.35,0.1,0.551,0.349,0.1,0.1,51.3,-0.0827,-0.0168,4.5
PS1589,C0089,2025-04-10,1126920.95,0.55,0.35,0.1,0.431,0.469,0.1,11.9,57.7,0.1825,0.0638,4.5
PS1590,C0089,2025-05-10,1164065.56,0.55,0.35,0.1,0.522,0.378,0.1,2.8,49.7,0.0307,-0.0008,4.5
PS1591,C0089,2025-06-09,1304699.46,0.55,0.35,0.1,0.576,0.324,0.1,2.6,57.3,0.194,0.0141,4.5
PS1592,C0089,2025-07-09,1287611.87,0.55,0.35,0.1,0.616,0.284,0.1,6.6,55.4,0.2112,-0.0294,4.5
PS1593,C0089,2025-08-08,1279504.18,0.55,0.35,0.1,0.656,0.244,0.1,10.6,62.9,0.0613,0.0101,4.5
PS1594,C0089,2025-09-07,1258113.74,0.55,0.35,0.1,0.562,0.338,0.1,1.2,66.2,0.118,-0.0251,4.5
PS1595,C0089,2025-10-07,1247753.36,0.55,0.35,0.1,0.466,0.434,0.1,8.4,61.9,0.0629,0.0136,4.5
PS1596,C0089,2025-11-06,1254629.09,0.55,0.35,0.1,0.616,0.284,0.1,6.6,67.8,-0.0031,0.0382,4.5
PS1597,C0089,2025-12-06,1270419.22,0.55,0.35,0.1,0.539,0.361,0.1,1.1,65.7,0.0824,0.0058,4.5
PS1598,C0089,2026-01-05,1296499.91,0.55,0.35,0.1,0.538,0.362,0.1,1.2,78.7,0.1296,0.0707,4.5
PS1599,C0089,2026-02-04,1306043.42,0.55,0.35,0.1,0.606,0.294,0.1,5.6,70.6,0.0324,-0.0373,4.5
PS1600,C0089,2026-03-06,1309979.11,0.55,0.35,0.1,0.459,0.441,0.1,9.1,70.2,0.0535,0.0283,4.5
PS1601,C0089,2026-04-05,1274894.43,0.55,0.35,0.1,0.534,0.366,0.1,1.6,71.3,0.1476,-0.0208,4.5
PS1602,C0089,2026-05-05,1252938.54,0.55,0.35,0.1,0.515,0.385,0.1,3.5,71.9,0.0816,0.0167,4.5
PS1603,C0090,2024-12-11,531433.32,0.75,0.2,0.05,0.651,0.299,0.05,9.9,47.9,0.2183,0.0257,6.8
PS1604,C0090,2025-01-10,545913.74,0.75,0.2,0.05,0.764,0.186,0.05,1.4,53.5,0.086,0.0039,6.8
PS1605,C0090,2025-02-09,571549.88,0.75,0.2,0.05,0.724,0.226,0.05,2.6,54.0,-0.0032,0.0033,6.8
PS1606,C0090,2025-03-11,574882.09,0.75,0.2,0.05,0.656,0.294,0.05,9.4,54.5,-0.1286,0.0298,6.8
PS1607,C0090,2025-04-10,601080.5,0.75,0.2,0.05,0.738,0.212,0.05,1.2,53.6,0.0891,-0.0185,6.8
PS1608,C0090,2025-05-10,600751.77,0.75,0.2,0.05,0.799,0.151,0.05,4.9,65.9,-0.0221,0.0143,6.8
PS1609,C0090,2025-06-09,607472.28,0.75,0.2,0.05,0.771,0.179,0.05,2.1,61.9,0.1183,0.0242,6.8
PS1610,C0090,2025-07-09,619936.26,0.75,0.2,0.05,0.702,0.248,0.05,4.8,57.0,-0.0015,-0.0133,6.8
PS1611,C0090,2025-08-08,627240.49,0.75,0.2,0.05,0.767,0.183,0.05,1.7,69.9,0.0027,0.0188,6.8
PS1612,C0090,2025-09-07,625933.95,0.75,0.2,0.05,0.7,0.25,0.05,5.0,65.9,0.0236,-0.0366,6.8
PS1613,C0090,2025-10-07,628473.51,0.75,0.2,0.05,0.757,0.193,0.05,0.7,71.8,0.0342,0.0204,6.8
PS1614,C0090,2025-11-06,612194.05,0.75,0.2,0.05,0.856,0.094,0.05,10.6,62.7,0.1471,0.0474,6.8
PS1615,C0090,2025-12-06,617559.74,0.75,0.2,0.05,0.889,0.061,0.05,13.9,61.6,0.0252,0.0035,6.8
PS1616,C0090,2026-01-05,600319.33,0.75,0.2,0.05,0.734,0.216,0.05,1.6,75.1,0.0277,0.0383,6.8
PS1617,C0090,2026-02-04,620659.62,0.75,0.2,0.05,0.817,0.133,0.05,6.7,71.3,0.1998,-0.0086,6.8
PS1618,C0090,2026-03-06,618220.32,0.75,0.2,0.05,0.732,0.218,0.05,1.8,71.9,-0.1184,-0.0323,6.8
PS1619,C0090,2026-04-05,606117.25,0.75,0.2,0.05,0.75,0.2,0.05,0.0,71.9,0.0028,0.0321,6.8
PS1620,C0090,2026-05-05,581587.72,0.75,0.2,0.05,0.697,0.253,0.05,5.3,78.1,0.128,0.0054,6.8
PS1621,C0091,2024-12-11,8734241.01,0.75,0.2,0.05,0.795,0.155,0.05,4.5,54.4,0.0131,0.0006,7.1
PS1622,C0091,2025-01-10,8845382.19,0.75,0.2,0.05,0.818,0.132,0.05,6.8,49.9,0.0436,0.0326,7.1
PS1623,C0091,2025-02-09,9453507.36,0.75,0.2,0.05,0.686,0.264,0.05,6.4,48.2,0.1336,0.0033,7.1
PS1624,C0091,2025-03-11,9585414.59,0.75,0.2,0.05,0.836,0.114,0.05,8.6,54.0,0.011,-0.0036,7.1
PS1625,C0091,2025-04-10,9923312.18,0.75,0.2,0.05,0.85,0.1,0.05,10.0,56.5,0.1145,0.0197,7.1
PS1626,C0091,2025-05-10,10008510.03,0.75,0.2,0.05,0.692,0.258,0.05,5.8,58.0,0.1106,0.0201,7.1
PS1627,C0091,2025-06-09,9878819.35,0.75,0.2,0.05,0.76,0.19,0.05,1.0,59.4,0.0774,0.011,7.1
PS1628,C0091,2025-07-09,9356711.61,0.75,0.2,0.05,0.802,0.148,0.05,5.2,63.8,0.0853,-0.0135,7.1
PS1629,C0091,2025-08-08,9111452.38,0.75,0.2,0.05,0.74,0.21,0.05,1.0,61.2,-0.0348,0.0519,7.1
PS1630,C0091,2025-09-07,9276348.89,0.75,0.2,0.05,0.726,0.224,0.05,2.4,64.6,0.0513,-0.0091,7.1
PS1631,C0091,2025-10-07,9041832.72,0.75,0.2,0.05,0.745,0.205,0.05,0.5,58.6,-0.0281,-0.0203,7.1
PS1632,C0091,2025-11-06,8703484.58,0.75,0.2,0.05,0.686,0.264,0.05,6.4,64.9,-0.0152,-0.0076,7.1
PS1633,C0091,2025-12-06,8468186.71,0.75,0.2,0.05,0.754,0.196,0.05,0.4,66.0,-0.0354,0.0451,7.1
PS1634,C0091,2026-01-05,8330354.81,0.75,0.2,0.05,0.652,0.298,0.05,9.8,62.1,0.0921,0.0006,7.1
PS1635,C0091,2026-02-04,8198069.46,0.75,0.2,0.05,0.815,0.135,0.05,6.5,68.7,-0.1097,0.0243,7.1
PS1636,C0091,2026-03-06,8072745.47,0.75,0.2,0.05,0.717,0.233,0.05,3.3,84.1,0.1126,-0.0049,7.1
PS1637,C0091,2026-04-05,8262738.17,0.75,0.2,0.05,0.729,0.221,0.05,2.1,74.5,0.1399,-0.0568,7.1
PS1638,C0091,2026-05-05,8294446.85,0.75,0.2,0.05,0.717,0.233,0.05,3.3,82.8,0.0017,0.0086,7.1
